id,protein_id,hits_to,query_protein_length,percentage_phage_coat,percentage_encapsulin,enc_perc_fraction,group,clan_phagecoat_percentage,clan_phagecoat_percentage_adjusted
YP_010753985.1,YP_010753985.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753916.1,YP_010753916.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753848.1,YP_010753848.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753780.1,YP_010753780.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753710.1,YP_010753710.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753641.1,YP_010753641.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753571.1,YP_010753571.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010664374.1,YP_010664374.1,Phage_cap_P2,343,91.25,0,0,Fringe,91.25,91.25
YP_010753502.1,YP_010753502.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753432.1,YP_010753432.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753364.1,YP_010753364.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753295.1,YP_010753295.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753227.1,YP_010753227.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753157.1,YP_010753157.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753089.1,YP_010753089.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_010753020.1,YP_010753020.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
YP_009620511.1,YP_009620511.1,HBS1_N|Linocin_M18|Phage_capsid|Phage_fiber_C,417,66.43,29.02,43.68508204,Refseq,66.43,66.43
YP_008240963.1,YP_008240963.1,DUF4358|DUF5388|Phage_capsid,414,66.43,0,0,Refseq,66.43,66.43
YP_009838908.1,YP_009838908.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009838841.1,YP_009838841.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009838776.1,YP_009838776.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009838705.1,YP_009838705.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009838636.1,YP_009838636.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009836624.1,YP_009836624.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009836549.1,YP_009836549.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009836484.1,YP_009836484.1,ATP-synt_DE|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009836414.1,YP_009836414.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009836335.1,YP_009836335.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009836262.1,YP_009836262.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009598528.1,YP_009598528.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009593414.1,YP_009593414.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009224871.1,YP_009224871.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009203450.1,YP_009203450.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009203207.1,YP_009203207.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009201915.1,YP_009201915.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009197950.1,YP_009197950.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009195195.1,YP_009195195.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_008320341.1,YP_008320341.1,ATP-synt_DE|Acyl_transf_2|Cnn_1N|DUF2205|HALZ|Phage_capsid|Spectrin,376,66.49,0,0,Refseq,66.49,66.49
YP_009783982.1,YP_009783982.1,Phage_capsid,428,66.59,0,0,Refseq,66.59,66.59
YP_009786014.1,YP_009786014.1,DUF2827|Phage_capsid,429,66.67,0,0,Refseq,66.67,66.67
YP_008241781.1,YP_008241781.1,CaM_bind|DUF2570|Dor1|HIP1_clath_bdg|PFL-like|Phage_capsid,422,67.3,0,0,Refseq,67.3,67.3
YP_010742651.1,YP_010742651.1,APG6_N|COG3_N|DUF4349|Osmo_CC|Phage_capsid|z-alpha,400,67.5,0,0,Refseq,67.5,67.5
YP_010842733.1,YP_010842733.1,Phage_capsid,437,67.51,0,0,Refseq,67.51,67.51
YP_010842669.1,YP_010842669.1,Phage_capsid|Phasin_2,437,67.51,0,0,Refseq,67.51,67.51
YP_010842604.1,YP_010842604.1,Phage_capsid|Phasin_2,437,67.51,0,0,Refseq,67.51,67.51
YP_010842544.1,YP_010842544.1,Phage_capsid,437,67.51,0,0,Refseq,67.51,67.51
YP_010739779.1,YP_010739779.1,LUC7|Mu-like_Pro|Phage_capsid|SpoVR,395,67.59,0,0,Refseq,67.59,67.59
YP_010739964.1,YP_010739964.1,LUC7|Phage_capsid|SpoVR,392,68.11,0,0,Refseq,68.11,68.11
YP_010739901.1,YP_010739901.1,LUC7|Mu-like_Pro|Phage_capsid|SpoVR,392,68.11,0,0,Refseq,68.11,68.11
YP_010739720.1,YP_010739720.1,Knl1_RWD_C|LUC7|PGBA_C|Phage_capsid,392,68.11,0,0,Refseq,68.11,68.11
YP_010739609.1,YP_010739609.1,LUC7|Phage_capsid,392,68.11,0,0,Refseq,68.11,68.11
YP_010739503.1,YP_010739503.1,LUC7|Phage_capsid|SpoVR,392,68.11,0,0,Refseq,68.11,68.11
YP_010739447.1,YP_010739447.1,LUC7|Phage_capsid|SpoVR,392,68.11,0,0,Refseq,68.11,68.11
YP_338137.1,YP_338137.1,LUC7|Phage_capsid|SpoVR,392,68.11,0,0,Refseq,68.11,68.11
YP_010077299.1,YP_010077299.1,Gp23,54,68.52,0,0,Refseq,68.52,68.52
YP_010050109.1,YP_010050109.1,Phage_capsid,415,68.92,0,0,Refseq,68.92,68.92
YP_010049864.1,YP_010049864.1,Phage_capsid,415,68.92,0,0,Refseq,68.92,68.92
YP_010114617.1,YP_010114617.1,Gp23,536,69.03,0,0,Refseq,69.03,69.03
YP_009226055.1,YP_009226055.1,CENP-H|FapA|Fib_alpha|L_lactis_ph-MCP|MRPL52|Phage_capsid|Sec10_N|Seryl_tRNA_N|Spectrin|TMPIT|Tropomyosin|XhlA,404,69.31,0,0,Refseq,69.31,69.31
YP_010050880.1,YP_010050880.1,Phage_capsid,416,69.71,0,0,Refseq,69.71,69.71
YP_009854220.1,YP_009854220.1,Gp23,452,70.35,0,0,Refseq,70.35,70.35
YP_010754218.1,YP_010754218.1,Phage_capsid,409,70.42,0,0,Refseq,70.42,70.42
YP_010672515.1,YP_010672515.1,Big_2|DUF5309|DUF6351|HL_N-beta|Polyketide_cyc2|T2SS-T3SS_pil_N,410,70.49,0,0,Refseq,70.49,70.49
NP_536362.1,NP_536362.1,Abc1-like|Phage_capsid|TolA_bind_tri,435,70.8,0,0,Refseq,70.8,70.8
YP_009639740.1,YP_009639740.1,Phage_capsid,426,70.89,0,0,Refseq,70.89,70.89
YP_009620442.1,YP_009620442.1,Linocin_M18|Phage_capsid|Seryl_tRNA_N|YPEB_N,414,71.26,19.32,27.11198428,Refseq,71.26,71.26
YP_009833523.1,YP_009833523.1,Phage_capsid,422,72.04,0,0,Refseq,72.04,72.04
YP_009226576.1,YP_009226576.1,Phage_capsid,422,72.04,0,0,Refseq,72.04,72.04
YP_009217639.1,YP_009217639.1,Phage_capsid,422,72.04,0,0,Refseq,72.04,72.04
YP_006990559.1,YP_006990559.1,Phage_capsid,422,72.04,0,0,Refseq,72.04,72.04
YP_007349040.1,YP_007349040.1,Gp23,441,72.11,0,0,Refseq,72.11,72.11
YP_009213078.1,YP_009213078.1,Phage_capsid,422,72.27,0,0,Refseq,72.27,72.27
YP_009201992.1,YP_009201992.1,Phage_capsid,422,72.27,0,0,Refseq,72.27,72.27
YP_010050948.1,YP_010050948.1,Linocin_M18|Phage_capsid,421,72.45,26.6,36.71497585,Refseq,72.45,72.45
YP_009610227.1,YP_009610227.1,Phage_capsid,434,72.58,0,0,Refseq,72.58,72.58
YP_010845336.1,YP_010845336.1,DUF2184|Linocin_M18,344,72.67,36.92,50.80500894,Refseq,72.67,72.67
YP_010845275.1,YP_010845275.1,DUF2184|Linocin_M18,344,72.67,36.92,50.80500894,Refseq,72.67,72.67
YP_010845189.1,YP_010845189.1,DUF2184|Linocin_M18,343,72.89,36.15,49.59528056,Refseq,72.89,72.89
YP_009951482.1,YP_009951482.1,Phage_capsid,268,73.51,0,0,Refseq,73.51,73.51
YP_010752397.1,YP_010752397.1,Phage_capsid|QRPTase_N,394,73.86,0,0,Refseq,73.86,73.86
YP_010761392.1,YP_010761392.1,DUF2184|Linocin_M18|TEDC1,320,74.38,36.56,49.15299812,Refseq,74.38,74.38
YP_010357483.1,YP_010357483.1,DUF3888|Phage_cap_E,425,74.59,0,0,Refseq,74.59,74.59
YP_009223915.1,YP_009223915.1,Phage_cap_E,396,74.75,0,0,Refseq,74.75,74.75
YP_009222460.1,YP_009222460.1,Phage_cap_E,396,74.75,0,0,Refseq,74.75,74.75
YP_009215217.1,YP_009215217.1,Phage_cap_E,396,74.75,0,0,Refseq,74.75,74.75
YP_010844347.1,YP_010844347.1,DUF2184|SPDY,336,75,0,0,Refseq,75,75
YP_009279167.1,YP_009279167.1,Gp23,56,75,0,0,Refseq,75,75
YP_010649489.1,YP_010649489.1,Phage_capsid,438,75.11,0,0,Refseq,75.11,75.11
YP_010107338.1,YP_010107338.1,Gp23,452,75.66,0,0,Refseq,75.66,75.66
YP_009963291.1,YP_009963291.1,Bcl-2|P22_CoatProtein,273,75.82,0,0,Refseq,75.82,75.82
YP_009959472.1,YP_009959472.1,Bcl-2|P22_CoatProtein,273,75.82,0,0,Refseq,75.82,75.82
YP_009954794.1,YP_009954794.1,Bcl-2|P22_CoatProtein,273,75.82,0,0,Refseq,75.82,75.82
YP_009189728.1,YP_009189728.1,Bcl-2|P22_CoatProtein,273,75.82,0,0,Refseq,75.82,75.82
YP_008241365.1,YP_008241365.1,DUF1104|DUF4358|DUF5388|PLC-beta_C|Phage_capsid,414,75.85,0,0,Refseq,75.85,75.85
YP_008241026.1,YP_008241026.1,DUF1104|DUF4358|DUF5388|PLC-beta_C|Phage_capsid,414,75.85,0,0,Refseq,75.85,75.85
YP_009963503.1,YP_009963503.1,HbpS-like|P22_CoatProtein,273,76.19,0,0,Refseq,76.19,76.19
YP_009962046.1,YP_009962046.1,Bcl-2|HbpS-like|P22_CoatProtein,273,76.19,0,0,Refseq,76.19,76.19
YP_009822536.1,YP_009822536.1,Gp23,440,77.27,0,0,Refseq,77.27,77.27
YP_009841928.1,YP_009841928.1,Gp23,441,77.32,0,0,Refseq,77.32,77.32
YP_009889361.1,YP_009889361.1,Gp23,440,77.5,0,0,Refseq,77.5,77.5
YP_009884753.1,YP_009884753.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_009883481.1,YP_009883481.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_009880342.1,YP_009880342.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_008770886.1,YP_008770886.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_009021418.1,YP_009021418.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_008771677.1,YP_008771677.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_007002787.1,YP_007002787.1,Gp23,440,77.95,0,0,Refseq,77.95,77.95
YP_009777898.1,YP_009777898.1,Gp10A-like,354,77.97,0,0,Refseq,77.97,77.97
YP_009591313.1,YP_009591313.1,HbpS-like|P22_CoatProtein,273,78.39,0,0,Refseq,78.39,78.39
YP_009957622.1,YP_009957622.1,P22_CoatProtein,273,78.39,0,0,Refseq,78.39,78.39
YP_009963399.1,YP_009963399.1,HbpS-like|P22_CoatProtein,273,78.39,0,0,Refseq,78.39,78.39
YP_009958548.1,YP_009958548.1,Bcl-2|HbpS-like|P22_CoatProtein,273,78.39,0,0,Refseq,78.39,78.39
YP_009202523.1,YP_009202523.1,HbpS-like|P22_CoatProtein,273,78.39,0,0,Refseq,78.39,78.39
YP_006560245.1,YP_006560245.1,AhpC-TSA_2|Phage_capsid,437,78.49,0,0,Refseq,78.49,78.49
YP_009595163.1,YP_009595163.1,DUF1923|Phage_cap_E,337,78.64,0,0,Refseq,78.64,78.64
YP_010051101.1,YP_010051101.1,Phage_capsid|QRPTase_N,435,79.08,0,0,Refseq,79.08,79.08
YP_009882856.1,YP_009882856.1,Gp23,440,79.77,0,0,Refseq,79.77,79.77
YP_010842821.1,YP_010842821.1,Phage_cap_E,356,79.78,0,0,Refseq,79.78,79.78
YP_010104701.1,YP_010104701.1,Phage_cap_E,355,80,0,0,Refseq,80,80
YP_007237460.1,YP_007237460.1,Gp23,440,80,0,0,Refseq,80,80
YP_009102943.1,YP_009102943.1,Gp23,440,80,0,0,Refseq,80,80
NP_938058.1,NP_938058.1,Phage_capsid,307,80.13,0,0,Refseq,80.13,80.13
YP_009275365.1,YP_009275365.1,Phage_capsid|QRPTase_N,429,80.19,0,0,Refseq,80.19,80.19
YP_009273943.1,YP_009273943.1,Phage_capsid|QRPTase_N,429,80.19,0,0,Refseq,80.19,80.19
YP_010051743.1,YP_010051743.1,Phage_capsid,300,80.33,0,0,Refseq,80.33,80.33
YP_010773299.1,YP_010773299.1,DASH_Hsk3|OmpH|Phage_Mu_Gam|Phage_capsid|Sec10_N,395,80.51,0,0,Refseq,80.51,80.51
YP_009198044.1,YP_009198044.1,CBD_PlyG|Cas_Csd1|Phage_capsid,300,80.67,0,0,Refseq,80.67,80.67
YP_009273333.1,YP_009273333.1,DUF3272|DUF4449|Phage_capsid,379,80.74,0,0,Refseq,80.74,80.74
YP_006586.1,YP_006586.1,FlxA|Phage_capsid,428,80.84,0,0,Refseq,80.84,80.84
YP_009856192.1,YP_009856192.1,Phage_cap_E,350,81.14,0,0,Refseq,81.14,81.14
YP_009845813.1,YP_009845813.1,Gp23,449,81.74,0,0,Refseq,81.74,81.74
YP_009908708.1,YP_009908708.1,Phage_capsid,308,81.82,0,0,Refseq,81.82,81.82
YP_009908645.1,YP_009908645.1,Phage_capsid,308,81.82,0,0,Refseq,81.82,81.82
YP_009623170.1,YP_009623170.1,Phage_capsid,308,81.82,0,0,Refseq,81.82,81.82
YP_010097432.1,YP_010097432.1,Phage_cap_E,353,81.87,0,0,Refseq,81.87,81.87
YP_010761302.1,YP_010761302.1,Phage_cap_E,339,82.3,0,0,Refseq,82.3,82.3
YP_010101156.1,YP_010101156.1,Phage_cap_E,356,82.3,0,0,Refseq,82.3,82.3
YP_010098824.1,YP_010098824.1,Phage_cap_E,356,82.3,0,0,Refseq,82.3,82.3
YP_010092599.1,YP_010092599.1,Phage_cap_E,356,82.3,0,0,Refseq,82.3,82.3
YP_009324401.1,YP_009324401.1,Phage_cap_E,345,82.32,0,0,Refseq,82.32,82.32
YP_010093840.1,YP_010093840.1,DUF3334|Phage_cap_E,353,82.44,0,0,Refseq,82.44,82.44
YP_009104111.1,YP_009104111.1,DUF294_C|Phage_cap_E,339,82.6,0,0,Refseq,82.6,82.6
YP_010098733.1,YP_010098733.1,DUF3334|Phage_cap_E,353,82.72,0,0,Refseq,82.72,82.72
YP_010843009.1,YP_010843009.1,Gp23|ORC5_C|ORF_12_N,308,82.79,0,0,Refseq,82.79,82.79
YP_009833136.1,YP_009833136.1,Gp23,451,82.93,0,0,Refseq,82.93,82.93
YP_010051479.1,YP_010051479.1,Phage_capsid,300,83.33,0,0,Refseq,83.33,83.33
YP_009209490.1,YP_009209490.1,Phage_capsid,300,83.33,0,0,Refseq,83.33,83.33
YP_010104610.1,YP_010104610.1,Phage_cap_E,355,83.66,0,0,Refseq,83.66,83.66
YP_010101246.1,YP_010101246.1,Phage_cap_E,355,83.66,0,0,Refseq,83.66,83.66
YP_010098008.1,YP_010098008.1,Phage_cap_E,355,83.66,0,0,Refseq,83.66,83.66
YP_010742548.1,YP_010742548.1,Gp13-like,366,83.88,0,0,Refseq,83.88,83.88
YP_010742283.1,YP_010742283.1,Gp13-like,366,83.88,0,0,Refseq,83.88,83.88
YP_010742111.1,YP_010742111.1,Gp13-like,366,83.88,0,0,Refseq,83.88,83.88
YP_010741246.1,YP_010741246.1,Gp13-like,366,83.88,0,0,Refseq,83.88,83.88
YP_010740936.1,YP_010740936.1,Gp13-like,366,83.88,0,0,Refseq,83.88,83.88
YP_010740730.1,YP_010740730.1,Gp13-like,366,83.88,0,0,Refseq,83.88,83.88
YP_010740603.1,YP_010740603.1,Gp13-like,367,83.92,0,0,Refseq,83.92,83.92
YP_009130728.1,YP_009130728.1,Phage_capsid,326,84.05,0,0,Refseq,84.05,84.05
YP_009791519.1,YP_009791519.1,Phage_cap_E,346,84.1,0,0,Refseq,84.1,84.1
YP_009624205.1,YP_009624205.1,Phage_capsid,322,84.16,0,0,Refseq,84.16,84.16
YP_010079586.1,YP_010079586.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_010079458.1,YP_010079458.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_002332517.1,YP_002332517.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_001285361.1,YP_001285361.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_239648.1,YP_239648.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_239571.1,YP_239571.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_239726.1,YP_239726.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_010079691.1,YP_010079691.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_010079526.1,YP_010079526.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_010079750.1,YP_010079750.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_009218426.1,YP_009218426.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_008241890.1,YP_008241890.1,LBR_tudor|Phage_capsid,324,84.26,0,0,Refseq,84.26,84.26
YP_009806855.1,YP_009806855.1,Phage_cap_E,344,84.3,0,0,Refseq,84.3,84.3
YP_010742000.1,YP_010742000.1,Gp13-like,364,84.34,0,0,Refseq,84.34,84.34
YP_010741182.1,YP_010741182.1,Gp13-like,364,84.34,0,0,Refseq,84.34,84.34
YP_010740877.1,YP_010740877.1,Gp13-like,364,84.34,0,0,Refseq,84.34,84.34
YP_009100917.1,YP_009100917.1,Borrelia_P83|CoV_S2|DUF3584|DUF5353|EzrA|FapA|ISG65-75|L_lactis_ph-MCP|MIF4G_like_2|Mt_ATP-synt_D|Phage_capsid|Rootletin|Sec10_N|TMF_TATA_bd|TerB_C|Terminase_6C|V-ATPase_G_2|Vps5|YlqD,409,84.35,0,0,Refseq,84.35,84.35
YP_006382285.1,YP_006382285.1,LBR_tudor|Phage_capsid,324,84.57,0,0,Refseq,84.57,84.57
YP_009624147.1,YP_009624147.1,Phage_capsid,320,84.69,0,0,Refseq,84.69,84.69
YP_010103141.1,YP_010103141.1,Phage_cap_E,353,84.7,0,0,Refseq,84.7,84.7
YP_010098099.1,YP_010098099.1,Phage_cap_E,353,84.7,0,0,Refseq,84.7,84.7
YP_010092694.1,YP_010092694.1,Phage_cap_E,353,84.7,0,0,Refseq,84.7,84.7
YP_007869934.1,YP_007869934.1,Phage_capsid,330,84.85,0,0,Refseq,84.85,84.85
YP_009100422.1,YP_009100422.1,DUF294_C|Phage_cap_E,339,84.96,0,0,Refseq,84.96,84.96
YP_010731534.1,YP_010731534.1,Phage_capsid,329,85.11,0,0,Refseq,85.11,85.11
YP_009169185.1,YP_009169185.1,Gp23|Peptidase_C10,444,85.59,0,0,Refseq,85.59,85.59
YP_009168987.1,YP_009168987.1,Gp23|Peptidase_C10,444,85.59,0,0,Refseq,85.59,85.59
YP_001650889.1,YP_001650889.1,Phage_cap_P2,341,85.63,0,0,Refseq,85.63,85.63
YP_010685538.1,YP_010685538.1,DUF2184|DUF6260|Herpes_HEPA,362,85.64,0,0,Refseq,85.64,85.64
YP_010739395.1,YP_010739395.1,Phage_capsid|PorB|SrpI-like,309,85.76,55.66,64.90205224,Refseq,85.76,85.76
YP_009908583.1,YP_009908583.1,DUF1908|Phage_capsid,330,85.76,0,0,Refseq,85.76,85.76
YP_009808184.1,YP_009808184.1,Phage_capsid,325,86.15,0,0,Refseq,86.15,86.15
YP_009791290.1,YP_009791290.1,Gp23|Mur_ligase_C,475,86.32,0,0,Refseq,86.32,86.32
YP_009168470.1,YP_009168470.1,Gp23|Peptidase_C10,444,86.49,0,0,Refseq,86.49,86.49
YP_009815556.1,YP_009815556.1,Phage_capsid,327,86.54,0,0,Refseq,86.54,86.54
YP_009815484.1,YP_009815484.1,Phage_capsid,327,86.54,0,0,Refseq,86.54,86.54
YP_009815421.1,YP_009815421.1,Phage_capsid,327,86.54,0,0,Refseq,86.54,86.54
YP_009815279.1,YP_009815279.1,Phage_capsid,327,86.54,0,0,Refseq,86.54,86.54
YP_009815208.1,YP_009815208.1,Phage_capsid,327,86.54,0,0,Refseq,86.54,86.54
YP_009818839.1,YP_009818839.1,Phage_capsid,313,86.58,0,0,Refseq,86.58,86.58
YP_009882674.1,YP_009882674.1,Phage_cap_P2,382,86.65,0,0,Refseq,86.65,86.65
YP_009614033.1,YP_009614033.1,Phage_capsid,311,87.14,0,0,Refseq,87.14,87.14
YP_009953309.1,YP_009953309.1,Phage_capsid,311,87.14,0,0,Refseq,87.14,87.14
YP_009215516.1,YP_009215516.1,Phage_capsid,311,87.14,0,0,Refseq,87.14,87.14
YP_003856891.1,YP_003856891.1,Phage_capsid,312,87.18,0,0,Refseq,87.18,87.18
YP_009952705.1,YP_009952705.1,Phage_capsid,312,87.18,0,0,Refseq,87.18,87.18
YP_009303566.1,YP_009303566.1,GP44|Phage_capsid,329,87.23,0,0,Refseq,87.23,87.23
YP_009952347.1,YP_009952347.1,Phage_capsid,310,87.42,0,0,Refseq,87.42,87.42
YP_009954290.1,YP_009954290.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009638006.1,YP_009638006.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_003856985.1,YP_003856985.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009953800.1,YP_009953800.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009952804.1,YP_009952804.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009952607.1,YP_009952607.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009952442.1,YP_009952442.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009953994.1,YP_009953994.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009018992.1,YP_009018992.1,Phage_capsid,311,87.46,0,0,Refseq,87.46,87.46
YP_009624261.1,YP_009624261.1,Phage_capsid,309,87.7,0,0,Refseq,87.7,87.7
YP_009953207.1,YP_009953207.1,Phage_capsid,309,87.7,0,0,Refseq,87.7,87.7
YP_009952063.1,YP_009952063.1,Phage_capsid,311,87.78,0,0,Refseq,87.78,87.78
YP_009002663.1,YP_009002663.1,Phage_capsid,311,87.78,0,0,Refseq,87.78,87.78
YP_004956887.1,YP_004956887.1,Gp23,465,87.96,0,0,Refseq,87.96,87.96
YP_004421627.1,YP_004421627.1,Gp23,465,87.96,0,0,Refseq,87.96,87.96
YP_009597131.1,YP_009597131.1,Gp23,465,87.96,0,0,Refseq,87.96,87.96
YP_009321730.1,YP_009321730.1,Gp23,465,87.96,0,0,Refseq,87.96,87.96
YP_006908137.1,YP_006908137.1,Gp23,465,87.96,0,0,Refseq,87.96,87.96
YP_010766613.1,YP_010766613.1,Phage_cap_E,351,88.03,0,0,Refseq,88.03,88.03
YP_010766437.1,YP_010766437.1,Phage_cap_E,351,88.03,0,0,Refseq,88.03,88.03
YP_009954190.1,YP_009954190.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009950355.1,YP_009950355.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009150879.1,YP_009150879.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009950545.1,YP_009950545.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009953896.1,YP_009953896.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009950449.1,YP_009950449.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009215613.1,YP_009215613.1,Phage_capsid,309,88.03,0,0,Refseq,88.03,88.03
YP_009016374.1,YP_009016374.1,Gp38_N|Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009951000.1,YP_009951000.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009950909.1,YP_009950909.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009950817.1,YP_009950817.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009950723.1,YP_009950723.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009951970.1,YP_009951970.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009951876.1,YP_009951876.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009268874.1,YP_009268874.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
YP_009282256.1,YP_009282256.1,Phage_capsid,310,88.06,0,0,Refseq,88.06,88.06
